DepartmentName,Age,LengthService,AbsentHours
Accounts Receiveable,35.81,17.81,0.00
Bakery,52.13,6.52,88.46
Bakery,30.55,4.99,0.00
Bakery,54.55,5.58,95.50
Bakery,49.86,3.42,120.08
Accounts Receiveable,43.29,13.56,0.00
Bakery,30.04,5.29,0.00
Bakery,42.51,0.70,82.90
Bakery,49.27,5.04,121.37
Bakery,38.16,4.00,34.20
Audit,45.56,14.41,69.48
Bakery,44.05,4.48,56.20
Bakery,43.53,4.98,61.49
Bakery,42.64,5.98,60.09
Bakery,44.25,0.84,66.32
Bakery,45.94,3.84,71.56
Bakery,38.00,6.98,33.94
Bakery,33.40,3.96,46.92
Bakery,40.34,3.20,40.23
Bakery,37.81,4.95,29.16
Bakery,42.32,2.05,44.16
Audit,45.01,12.69,47.51
Bakery,34.28,4.04,0.00
Audit,49.15,1.00,121.79
Bakery,35.36,5.03,31.14
Bakery,53.65,5.14,79.22
Audit,43.93,25.93,38.56
Bakery,19.19,4.47,0.00
Bakery,46.68,5.31,44.74
Bakery,44.60,4.42,93.42
Bakery,48.77,5.70,96.66
Bakery,50.76,1.27,71.73
Bakery,59.02,3.24,109.25
Bakery,35.99,4.45,12.58
Bakery,51.40,3.68,34.07
Bakery,57.43,5.89,154.81
Bakery,52.65,5.30,90.29
Bakery,52.19,3.96,113.07
Bakery,51.77,3.91,106.57
Bakery,35.12,5.87,12.10
Bakery,53.00,4.22,84.32
Bakery,43.73,5.17,66.35
Bakery,40.94,5.49,0.00
Bakery,18.96,3.82,0.00
Audit,57.87,19.25,72.92
Audit,53.31,35.31,0.00
Bakery,32.50,4.66,0.00
Bakery,36.38,4.95,33.53
Bakery,44.85,5.17,61.73
Bakery,12.68,3.03,0.00
Bakery,54.43,4.24,111.05
Bakery,60.37,2.25,174.68
Audit,37.10,19.10,46.77
Audit,44.93,11.37,41.62
Bakery,43.91,5.50,95.42
Bakery,45.46,4.59,22.49
Bakery,37.50,6.27,59.39
Audit,49.68,12.69,57.23
Bakery,42.79,2.48,45.14
Bakery,34.81,6.46,50.52
Bakery,44.72,4.55,62.15
Bakery,39.94,6.61,16.06
Bakery,47.50,2.36,85.38
Audit,44.19,26.19,0.00
Bakery,41.60,4.00,39.68
Bakery,44.23,5.52,57.19
Bakery,37.30,6.88,38.10
Bakery,42.46,3.73,118.59
Audit,39.31,14.61,28.90
Bakery,43.36,5.96,73.40
Bakery,48.48,4.93,86.86
Bakery,45.29,6.27,106.77
Bakery,34.54,6.34,0.00
Bakery,51.79,5.21,107.83
Bakery,43.47,2.83,10.68
Bakery,37.71,2.22,32.00
Bakery,51.03,7.10,131.02
Bakery,54.49,5.64,123.56
Bakery,28.92,2.24,21.04
Bakery,55.71,5.23,173.84
Bakery,43.19,8.11,20.94
Bakery,38.11,2.91,47.54
Bakery,37.74,5.39,30.82
Bakery,36.49,7.14,27.60
Bakery,54.75,5.92,152.12
Bakery,44.77,4.78,39.58
Bakery,56.11,6.90,174.86
Bakery,34.11,1.62,4.01
Bakery,35.97,3.58,65.58
Bakery,31.48,3.68,0.00
Bakery,35.73,4.16,44.50
Bakery,30.61,5.35,0.00
Bakery,44.57,4.19,91.35
Bakery,38.20,6.73,59.96
Bakery,38.32,5.01,28.54
Bakery,54.60,3.41,112.61
Bakery,52.62,5.33,84.61
Bakery,32.63,5.88,20.53
Bakery,29.37,4.40,0.00
Bakery,36.15,3.14,26.70
Bakery,46.19,3.96,28.78
Bakery,32.17,5.77,40.50
Bakery,39.95,3.64,49.91
Bakery,44.77,5.47,71.62
Bakery,40.24,7.97,22.73
Bakery,47.79,5.41,20.11
Bakery,21.96,2.82,0.00
Bakery,49.24,5.34,75.60
Bakery,38.48,3.98,3.03
Bakery,37.73,3.29,18.77
Bakery,57.09,5.42,122.66
Bakery,34.28,5.72,28.40
Bakery,29.30,3.33,36.26
Bakery,53.97,4.73,73.94
Bakery,55.75,5.61,85.86
Bakery,49.49,4.27,74.28
Bakery,45.95,5.45,104.03
Bakery,36.41,2.75,0.00
Bakery,40.22,5.31,36.86
Bakery,43.05,4.87,38.29
Bakery,38.39,4.97,28.63
Bakery,45.09,6.96,75.08
Bakery,58.95,5.31,146.00
Bakery,29.63,7.85,46.68
Bakery,64.19,4.61,198.61
Bakery,37.26,3.62,0.00
Bakery,48.20,5.88,76.72
Bakery,11.78,4.87,0.00
Bakery,31.12,6.69,0.00
Bakery,48.21,7.09,101.19
Bakery,46.02,4.18,102.81
Bakery,35.54,3.40,95.89
Bakery,53.04,2.69,139.69
Bakery,47.74,4.32,68.54
Bakery,28.26,3.79,0.00
Bakery,47.06,4.96,44.49
Bakery,41.25,4.31,0.00
Bakery,43.17,3.41,68.67
Employee Records,49.82,26.08,57.21
Bakery,38.66,4.99,0.00
Customer Service,55.95,6.08,83.18
Bakery,30.95,3.84,0.00
Bakery,46.11,5.62,35.37
Employee Records,52.68,5.08,60.25
Employee Records,55.76,15.91,0.00
Bakery,45.92,3.98,65.70
Bakery,47.06,5.69,86.28
Bakery,46.10,4.44,75.86
Employee Records,55.01,32.35,113.90
Bakery,38.85,1.97,40.51
Bakery,63.64,2.06,206.87
Bakery,46.40,3.79,35.57
Employee Records,53.49,9.94,42.15
Bakery,45.81,3.81,107.71
Bakery,38.19,4.49,71.14
Bakery,61.03,2.43,181.06
Employee Records,49.65,21.96,21.18
Compensation,39.23,13.41,0.00
Bakery,27.20,3.30,0.00
Compensation,49.74,31.74,0.00
Compensation,54.78,17.75,72.30
Bakery,49.36,3.40,90.59
Bakery,37.64,6.20,13.95
Bakery,37.92,7.78,43.27
Bakery,13.92,3.47,0.00
Customer Service,46.47,6.77,44.97
Bakery,42.27,5.24,39.07
Bakery,49.70,3.91,127.15
Bakery,60.01,6.86,125.88
Bakery,41.21,6.95,58.95
Bakery,53.78,3.57,129.27
Bakery,51.56,4.25,90.27
Bakery,49.33,4.25,73.93
Bakery,40.69,4.33,7.23
Bakery,52.38,0.94,145.88
Bakery,34.47,4.39,23.06
Bakery,48.15,4.46,50.69
Bakery,42.05,3.55,87.10
Bakery,48.32,7.21,79.01
Bakery,46.86,7.31,92.25
Bakery,65.03,3.69,207.36
Bakery,40.43,2.96,57.79
Bakery,44.70,3.47,57.47
Bakery,48.74,5.43,75.49
Bakery,24.78,3.92,0.00
Bakery,28.82,4.31,18.74
Compensation,40.10,22.10,120.38
Compensation,54.42,36.42,0.00
HR Technology,57.84,6.32,127.14
Bakery,46.26,2.82,55.34
HR Technology,61.74,43.74,0.00
Bakery,41.34,2.97,59.29
Bakery,47.78,5.37,105.19
Customer Service,54.05,5.79,120.29
Bakery,46.35,6.06,96.19
Bakery,50.94,3.83,146.04
Bakery,49.78,5.62,66.93
HR Technology,62.97,24.19,75.95
Bakery,45.60,3.42,105.23
Bakery,47.27,4.27,65.20
Bakery,32.81,2.59,0.00
Customer Service,54.64,7.58,115.60
Bakery,34.65,7.46,0.00
Bakery,37.87,7.16,0.00
Bakery,47.12,4.30,112.20
Bakery,19.51,2.56,0.00
Bakery,38.66,6.45,57.95
HR Technology,43.14,23.48,63.22
Bakery,48.73,4.43,73.93
Bakery,43.29,6.21,33.08
Customer Service,43.90,2.72,96.67
Bakery,31.31,3.79,23.75
Bakery,45.57,5.83,71.23
Bakery,58.13,7.81,95.95
Bakery,54.78,5.11,125.86
Bakery,57.87,5.67,114.41
Bakery,48.70,5.43,43.81
Customer Service,38.90,2.68,55.55
Customer Service,47.67,4.62,68.91
Bakery,26.77,6.63,0.00
Bakery,23.18,6.48,11.07
Bakery,47.30,4.63,125.88
Bakery,38.69,6.29,19.46
Bakery,35.79,5.18,0.00
Customer Service,42.95,5.76,75.40
Bakery,41.27,6.57,94.28
HR Technology,53.72,12.26,0.00
Investment,63.66,3.57,110.14
Bakery,45.50,6.19,123.10
Bakery,42.48,4.14,87.33
Customer Service,24.64,4.21,0.00
Bakery,59.41,5.42,115.04
Bakery,16.51,5.66,0.00
Bakery,53.68,4.26,159.19
Customer Service,50.29,3.19,128.52
Bakery,47.31,5.50,67.24
Bakery,28.45,4.54,0.00
Investment,41.01,20.69,0.00
Bakery,54.17,3.65,112.42
Bakery,38.68,4.63,14.81
Bakery,37.40,5.39,19.83
Investment,56.57,10.70,0.00
Investment,24.04,6.04,0.00
Bakery,57.48,5.00,188.81
Bakery,39.65,4.23,24.65
Bakery,37.58,3.90,38.98
Investment,45.70,18.71,0.00
Bakery,30.24,1.22,0.00
Customer Service,47.44,7.19,133.25
Bakery,37.38,6.65,43.05
Customer Service,24.53,5.84,0.00
Labor Relations,49.82,26.78,31.58
Customer Service,39.42,2.11,32.58
Customer Service,48.71,3.90,105.27
Bakery,46.49,3.83,90.90
Bakery,41.41,2.88,64.67
Bakery,42.25,1.26,40.36
Labor Relations,52.68,16.88,0.00
Bakery,33.55,3.69,0.00
Customer Service,34.64,3.54,21.78
Customer Service,48.29,4.80,108.89
Bakery,53.89,5.41,111.67
Labor Relations,55.76,33.69,0.00
Labor Relations,55.01,7.18,126.59
Customer Service,42.21,5.32,65.83
Bakery,40.72,4.92,89.10
Customer Service,44.14,5.59,77.99
Bakery,55.61,4.28,162.07
Customer Service,46.56,2.34,58.36
Customer Service,35.13,4.12,13.92
Bakery,58.07,3.67,202.22
Labor Relations,53.49,19.46,60.32
Bakery,56.99,3.76,154.29
Recruitment,55.83,21.56,73.09
Customer Service,28.44,5.85,0.00
Recruitment,67.00,1.00,0.00
Bakery,43.16,6.35,59.14
Customer Service,39.44,4.31,17.60
Customer Service,32.30,1.57,50.38
Dairy,44.58,5.36,116.65
Bakery,54.93,4.99,104.08
Bakery,29.07,5.38,0.00
Bakery,52.87,4.15,114.51
Bakery,38.73,2.05,12.25
Bakery,60.93,2.48,124.15
Bakery,45.23,4.45,104.30
Bakery,23.08,6.28,0.00
Recruitment,39.15,21.15,88.63
Recruitment,52.93,7.86,77.58
Customer Service,35.55,6.02,0.00
Customer Service,46.21,5.54,129.63
Bakery,62.39,3.13,84.83
Bakery,45.19,5.45,82.20
Bakery,34.30,4.26,22.63
Customer Service,38.73,4.69,53.18
Customer Service,58.13,7.16,113.12
Customer Service,42.41,8.49,96.84
Recruitment,56.46,4.51,93.23
Customer Service,33.07,4.15,31.12
Information Technology,32.58,14.58,33.81
Bakery,52.19,5.99,164.03
Information Technology,39.20,11.78,68.60
Bakery,51.08,7.06,74.59
Bakery,29.55,5.69,0.00
Information Technology,42.02,9.35,67.18
Customer Service,62.64,2.12,156.14
Customer Service,64.23,4.36,142.84
Information Technology,37.75,1.00,0.00
Customer Service,36.63,4.94,0.00
Information Technology,52.72,6.11,80.01
Customer Service,38.23,5.95,9.28
Training,49.82,7.18,90.37
Bakery,31.03,7.36,25.89
Customer Service,44.65,5.19,99.12
Customer Service,28.22,3.64,0.00
Training,52.68,13.52,30.62
Bakery,24.65,2.20,10.73
Customer Service,40.60,3.61,70.64
Training,55.76,19.46,0.00
Bakery,31.30,4.67,23.91
Bakery,50.32,6.99,118.45
Training,55.01,36.75,50.27
Bakery,38.31,3.58,11.81
Bakery,28.26,2.12,0.99
Customer Service,35.20,2.87,37.08
Bakery,35.45,6.18,0.03
Bakery,27.61,5.46,0.00
Bakery,35.65,4.35,37.16
Bakery,49.56,4.98,100.50
Training,53.49,4.76,106.11
Training,49.90,31.90,0.00
Customer Service,41.02,3.00,67.65
Bakery,53.65,5.73,129.75
Bakery,39.86,4.32,77.00
Bakery,35.49,5.16,48.84
Bakery,41.25,6.43,52.38
Training,51.24,12.86,84.30
Training,41.16,10.82,57.05
Customer Service,30.09,2.90,31.12
Customer Service,42.71,6.82,53.08
Training,48.16,27.18,0.00
Customer Service,46.29,3.73,81.20
Bakery,45.58,6.64,44.21
Customer Service,66.50,4.76,169.77
Customer Service,40.97,4.99,79.44
Customer Service,43.27,2.99,71.06
Bakery,51.85,3.27,123.70
Bakery,27.34,3.59,0.00
Customer Service,42.37,6.24,83.60
Customer Service,13.74,1.97,0.00
Bakery,25.02,4.01,45.31
Customer Service,38.19,5.37,69.66
Customer Service,44.02,2.11,26.03
Customer Service,41.55,4.16,50.58
Training,41.58,22.56,45.89
Bakery,56.10,3.43,133.69
Bakery,46.29,4.87,96.22
Bakery,41.70,8.67,52.62
Customer Service,39.66,4.01,44.01
Customer Service,40.33,5.83,95.21
Bakery,25.91,6.12,0.00
Bakery,37.24,5.49,13.60
Customer Service,14.95,0.99,0.00
Customer Service,33.89,2.66,52.91
Customer Service,61.90,3.23,149.06
Bakery,33.91,4.52,86.24
Bakery,36.09,3.95,45.68
Bakery,43.20,1.09,102.77
Bakery,48.97,5.68,74.11
Bakery,22.69,2.77,0.00
Bakery,37.99,4.63,45.14
Bakery,31.44,4.80,5.29
Bakery,41.75,3.04,88.22
Bakery,44.82,4.80,62.94
Bakery,25.94,4.58,0.00
Bakery,41.27,5.19,63.67
Customer Service,39.44,3.98,13.77
Bakery,49.95,4.80,127.21
Customer Service,48.76,1.16,107.69
Bakery,32.97,2.69,25.99
Bakery,21.64,4.07,0.00
Customer Service,37.44,2.53,45.85
Bakery,40.45,4.97,20.07
Customer Service,38.42,1.94,50.61
Bakery,46.40,3.52,109.55
Bakery,41.59,5.90,56.79
Bakery,45.39,4.33,111.75
Bakery,47.75,3.42,76.81
Customer Service,43.25,4.03,41.40
Bakery,46.94,4.08,50.99
Bakery,46.21,4.57,70.07
Customer Service,45.34,3.43,79.58
Customer Service,38.05,4.28,106.03
Customer Service,39.18,6.22,42.17
Bakery,37.64,3.94,0.00
Customer Service,54.37,5.90,92.47
Bakery,51.02,4.60,107.68
Customer Service,49.05,2.05,69.40
Customer Service,45.30,5.37,23.99
Customer Service,44.56,3.59,100.47
Bakery,34.85,6.88,66.92
Bakery,43.89,5.38,87.30
Customer Service,53.41,5.12,151.33
Customer Service,46.34,5.44,33.09
Bakery,11.86,5.76,0.00
Bakery,37.51,5.56,55.26
Bakery,49.18,4.87,132.46
Bakery,35.03,5.49,39.14
Bakery,72.38,3.66,198.72
Bakery,56.19,1.48,148.79
Bakery,37.05,5.22,0.00
Customer Service,32.23,4.03,0.00
Customer Service,31.26,4.84,56.42
Bakery,55.52,7.04,82.69
Customer Service,37.67,2.61,29.58
Bakery,28.39,3.87,37.67
Customer Service,48.75,4.58,64.28
Customer Service,48.70,5.05,84.39
Bakery,46.65,3.65,120.44
Bakery,39.62,4.17,12.67
Customer Service,39.89,3.95,0.00
Customer Service,36.77,2.08,25.73
Customer Service,40.80,6.46,2.46
Customer Service,48.30,3.58,77.95
Bakery,47.79,6.31,143.08
Bakery,46.70,3.85,129.25
Bakery,54.93,3.54,119.24
Bakery,41.38,3.82,27.28
Bakery,37.84,4.71,70.22
Customer Service,55.87,4.71,129.42
Bakery,43.38,1.38,89.83
Bakery,34.01,4.45,8.67
Bakery,58.56,4.60,166.19
Customer Service,31.25,7.02,3.09
Customer Service,44.20,7.97,17.20
Bakery,28.70,5.37,0.00
Customer Service,42.31,5.22,70.03
Bakery,42.46,6.41,49.01
Bakery,45.03,6.12,92.27
Customer Service,42.03,6.52,52.64
Bakery,45.73,5.46,31.17
Bakery,28.82,6.96,0.00
Bakery,42.87,3.28,64.67
Customer Service,50.50,5.31,94.63
Customer Service,44.87,5.00,77.51
Customer Service,35.56,4.29,40.26
Customer Service,21.59,4.59,0.00
Customer Service,38.61,4.97,73.44
Customer Service,40.31,3.08,79.85
Bakery,37.40,2.30,55.35
Customer Service,47.63,3.74,149.11
Customer Service,42.14,6.48,62.32
Bakery,50.11,4.96,61.32
Customer Service,41.21,1.84,110.02
Customer Service,39.59,3.98,23.81
Customer Service,53.40,7.25,50.58
Bakery,36.80,1.74,10.00
Bakery,45.21,5.31,43.52
Bakery,47.50,3.94,24.08
Customer Service,44.22,4.61,39.54
Bakery,46.24,5.83,107.63
Customer Service,55.78,3.85,83.23
Customer Service,59.14,4.66,119.08
Customer Service,46.57,4.38,67.85
Meats,46.29,1.00,94.34
Bakery,44.83,4.14,47.80
Customer Service,39.85,6.29,90.16
Bakery,35.26,5.51,27.00
Bakery,44.33,6.01,13.41
Customer Service,40.30,4.02,14.05
Customer Service,36.07,5.18,23.26
Customer Service,45.67,0.63,98.22
Customer Service,63.09,5.36,98.11
Bakery,45.12,2.55,72.63
Bakery,32.26,6.28,3.74
Customer Service,40.61,3.19,71.50
Customer Service,25.86,5.04,0.00
Customer Service,56.97,1.79,125.18
Customer Service,51.21,4.75,73.91
Bakery,40.96,6.34,40.71
Bakery,47.54,4.96,73.01
Bakery,56.61,5.36,148.15
Customer Service,50.70,3.97,107.78
Customer Service,33.03,4.58,0.00
Customer Service,45.95,5.62,37.84
Customer Service,50.64,6.07,138.35
Customer Service,57.15,3.64,179.31
Customer Service,27.34,4.97,0.00
Customer Service,50.31,4.55,136.45
Customer Service,44.41,5.93,53.54
Customer Service,39.65,5.70,51.19
Bakery,33.42,4.24,6.65
Customer Service,58.83,7.13,169.84
Bakery,45.92,6.17,89.48
Bakery,62.65,2.70,228.57
Customer Service,41.06,5.37,57.87
Bakery,30.93,5.13,0.00
Bakery,40.37,6.33,54.91
Customer Service,47.10,3.07,70.36
Customer Service,43.75,1.00,46.64
Customer Service,31.07,3.72,2.25
Customer Service,56.28,2.36,152.17
Customer Service,32.61,7.05,0.00
Customer Service,48.46,4.46,115.75
Customer Service,26.11,4.34,0.00
Customer Service,25.33,2.74,0.00
Customer Service,54.35,4.88,80.76
Customer Service,51.89,5.15,28.67
Customer Service,47.66,2.98,78.54
Bakery,33.76,4.36,0.00
Customer Service,33.10,6.46,0.00
Bakery,43.16,2.07,67.85
Customer Service,34.12,4.69,48.33
Customer Service,43.89,5.42,75.51
Customer Service,43.28,2.56,120.79
Bakery,51.32,7.65,106.65
Customer Service,46.85,3.47,76.82
Customer Service,58.25,2.34,119.32
Customer Service,55.43,5.02,128.09
Customer Service,53.32,5.47,78.97
Customer Service,50.05,3.39,73.86
Customer Service,46.31,6.85,82.20
Bakery,32.74,5.45,25.85
Customer Service,42.53,5.20,46.70
Customer Service,47.33,2.18,125.60
Customer Service,57.40,5.81,132.56
Customer Service,61.12,7.00,146.87
Customer Service,30.34,6.74,36.37
Customer Service,32.09,6.48,11.97
Customer Service,32.58,5.23,24.77
Customer Service,49.58,9.77,147.81
Customer Service,40.46,3.13,55.33
Customer Service,22.85,4.74,0.00
Customer Service,44.79,6.40,53.87
Customer Service,43.70,3.36,95.37
Customer Service,41.33,4.70,49.25
Customer Service,48.92,5.35,102.87
Customer Service,36.39,2.75,48.73
Customer Service,67.19,2.62,203.69
Customer Service,44.49,4.01,69.23
Customer Service,38.64,5.05,84.01
Customer Service,49.19,3.06,147.77
Customer Service,53.65,2.66,31.67
Bakery,41.95,2.77,80.28
Bakery,38.77,3.50,10.20
Bakery,38.76,2.14,105.48
Customer Service,49.68,6.07,102.66
Customer Service,47.14,6.56,133.71
Customer Service,63.30,4.23,180.48
Bakery,47.75,5.05,70.67
Customer Service,28.94,6.13,0.00
Bakery,48.41,9.00,108.90
Customer Service,51.62,6.71,111.85
Customer Service,43.17,3.76,41.71
Bakery,50.00,1.26,81.71
Customer Service,60.12,5.04,153.87
Customer Service,55.13,2.59,120.60
Bakery,39.00,5.23,38.48
Customer Service,34.15,8.07,79.49
Customer Service,36.41,4.90,61.75
Customer Service,38.51,4.06,54.48
Customer Service,49.85,3.27,26.15
Customer Service,48.96,6.38,134.25
Customer Service,56.11,4.12,199.04
Customer Service,40.27,5.38,64.34
Customer Service,59.13,6.51,164.74
Bakery,39.89,4.26,54.75
Customer Service,44.85,5.06,23.20
Bakery,41.17,3.65,32.00
Customer Service,53.91,5.79,85.08
Bakery,20.78,7.53,0.00
Customer Service,45.52,5.70,74.14
Customer Service,53.98,7.00,137.61
Customer Service,44.53,6.39,90.44
Customer Service,46.92,3.87,93.55
Customer Service,41.09,5.67,20.73
Customer Service,46.76,4.64,3.97
Bakery,44.04,4.71,47.76
Bakery,52.38,4.14,41.91
Customer Service,32.83,3.85,0.00
Customer Service,38.69,6.34,82.55
Customer Service,37.10,5.57,22.76
Bakery,53.72,0.09,144.79
Bakery,51.63,4.08,82.61
Customer Service,43.28,4.22,64.57
Bakery,44.90,6.34,94.57
Customer Service,41.07,3.99,90.14
Customer Service,42.21,7.33,72.94
Customer Service,50.77,4.80,98.76
Customer Service,43.32,5.89,52.45
Bakery,49.37,5.92,89.64
Bakery,29.45,3.80,22.13
Customer Service,50.42,5.08,173.71
Customer Service,29.13,5.52,0.00
Bakery,29.49,5.93,1.99
Customer Service,44.85,5.96,89.39
Customer Service,44.78,5.95,72.16
Bakery,39.76,4.49,97.88
Customer Service,60.43,3.72,165.81
Customer Service,41.86,3.41,12.26
Customer Service,37.43,3.07,16.97
Customer Service,44.01,4.55,92.60
Customer Service,41.98,2.68,47.54
Customer Service,50.66,4.37,51.70
Customer Service,36.16,3.36,82.59
Customer Service,49.74,3.18,45.19
Customer Service,20.11,4.61,0.00
Customer Service,32.37,5.74,15.45
Customer Service,67.40,5.41,184.58
Bakery,46.12,3.68,110.03
Customer Service,45.99,1.64,119.06
Bakery,42.53,3.21,41.66
Customer Service,34.31,3.42,33.32
Bakery,42.35,5.89,73.70
Customer Service,35.40,2.11,7.97
Bakery,37.12,6.07,0.95
Customer Service,42.80,4.22,29.20
Customer Service,53.66,1.52,84.37
Customer Service,49.16,4.31,116.27
Customer Service,47.13,2.80,91.83
Customer Service,48.34,5.58,56.13
Customer Service,43.91,1.73,49.94
Customer Service,58.50,6.11,149.79
Customer Service,53.58,5.79,140.44
Customer Service,46.91,4.45,46.51
Customer Service,41.85,4.48,81.26
Customer Service,40.58,6.45,0.00
Bakery,26.90,5.67,0.00
Customer Service,49.68,5.96,73.11
Bakery,33.04,6.97,22.48
Customer Service,56.72,5.76,205.80
Customer Service,49.01,4.51,122.94
Customer Service,47.23,4.17,74.81
Bakery,31.35,2.79,0.00
Customer Service,45.96,3.94,95.68
Customer Service,42.55,4.54,48.39
Customer Service,50.22,2.63,141.31
Bakery,39.30,4.04,91.87
