DepartmentName,Age,LengthService,AbsentHours
Bakery,35.54491002,3.398417436,95.89296083
Bakery,53.03555014,2.68683175,139.6920268
Bakery,47.74269834,4.31650222,68.54001737
Bakery,28.26400962,3.794655163,0
Bakery,47.06341877,4.959406519,44.49102502
Bakery,41.25308043,4.310755835,0
Bakery,43.17225733,3.413951341,68.6669675
Employee Records,49.81724,26.083188,57.20654368
Bakery,38.65612904,4.986305222,0
Customer Service,55.95054231,6.078620916,83.18389739
Bakery,30.94561689,3.835034666,0
Bakery,46.11313148,5.623581958,35.37072859
Employee Records,52.68017,5.079882,60.25250171
Employee Records,55.76493,15.906366,0
Bakery,45.91600372,3.975289361,65.69786089
Bakery,47.0598613,5.691602847,86.27605733
Bakery,46.10034641,4.444679915,75.85883594
Employee Records,55.01031,32.350609,113.9021614
Bakery,38.84841513,1.974589769,40.50500469
Bakery,63.64067214,2.064808515,206.8713669
Bakery,46.40050071,3.789111033,35.57021837
Employee Records,53.4876,9.940766,42.15238664
Bakery,45.8087373,3.814751013,107.7054315
Bakery,38.19359343,4.489481218,71.13512797
Bakery,61.03372746,2.429702833,181.0606009
Employee Records,49.65137,21.960999,21.17797032
Compensation,39.23264,13.412318,0
Bakery,27.19733271,3.300616625,0
Compensation,49.737079,31.737079,0
Compensation,54.78184,17.754217,72.29939142
Bakery,49.35642336,3.402556616,90.58930376
Bakery,37.64279675,6.196562502,13.95236794
Bakery,37.92292401,7.783429235,43.26658309
Bakery,13.91701673,3.471968504,0
Customer Service,46.47444666,6.767435204,44.96931708
Bakery,42.26699217,5.240078791,39.06571163
Bakery,49.70256092,3.907616472,127.1518493
Bakery,60.01328716,6.856205911,125.8763124
Bakery,41.20807653,6.954832391,58.95419875
Bakery,53.77834729,3.574201195,129.270387
Bakery,51.55788049,4.248976721,90.27111205
Bakery,49.3310176,4.248736359,73.93095013
Bakery,40.68595999,4.326906054,7.234942941
Bakery,52.38056007,0.937085283,145.8827831
Bakery,34.47078152,4.392234231,23.06389
Bakery,48.14741118,4.459393608,50.69225157
Bakery,42.04539396,3.551056692,87.10310132
Bakery,48.32233424,7.209689888,79.00598166
Bakery,46.85967012,7.30558877,92.24606666
Bakery,65.03202077,3.690163126,207.3551542
Bakery,40.43092925,2.957327667,57.78513419
Bakery,44.70052933,3.467367139,57.47130909
Bakery,48.73561807,5.43412175,75.48601993
Bakery,24.77526856,3.924288439,0
Bakery,28.82467817,4.313249962,18.74347478
Compensation,40.099508,22.099508,120.3801664
Compensation,54.422944,36.422944,0
HR Technology,57.83862,6.323964,127.1443971
Bakery,46.26318447,2.822267528,55.34484555
HR Technology,61.735239,43.735239,0
Bakery,41.3446638,2.973238555,59.28582039
Bakery,47.77542634,5.372207078,105.1862002
Customer Service,54.04718271,5.787626946,120.2943088
Bakery,46.34636295,6.0577937,96.19213879
Bakery,50.94350018,3.828198897,146.0447595
Bakery,49.77500929,5.617105011,66.93209081
HR Technology,62.96501,24.185418,75.94725642
Bakery,45.6015481,3.421862484,105.2258301
Bakery,47.26951676,4.266009831,65.20146094
Bakery,32.81371965,2.588848628,0
Customer Service,54.64327627,7.579731906,115.6027095
Bakery,34.64718451,7.458751463,0
Bakery,37.87297462,7.155708557,0
Bakery,47.11875464,4.301489007,112.2035569
Bakery,19.51295987,2.563323475,0
Bakery,38.66283732,6.451447982,57.94548715
HR Technology,43.14466,23.478444,63.21600345
Bakery,48.73314194,4.425093038,73.92678067
Bakery,43.28842535,6.207171968,33.07679923
Customer Service,43.90486891,2.719332403,96.66844471
Bakery,31.31040261,3.787033942,23.74644316
Bakery,45.5682308,5.833924171,71.23074099
Bakery,58.13304183,7.806944723,95.95336768
Bakery,54.779859,5.112717498,125.8604413
Bakery,57.87101095,5.674411191,114.4136166
Bakery,48.69864812,5.431143371,43.80520345
Customer Service,38.89574259,2.676968457,55.55237954
Customer Service,47.6683812,4.621010613,68.91000358
Bakery,26.76805037,6.627176947,0
Bakery,23.17755823,6.47552198,11.06662422
Bakery,47.29635022,4.629905433,125.8839935
Bakery,38.6933991,6.293848878,19.45913802
Bakery,35.79056103,5.177825531,0
Customer Service,42.94779654,5.759253216,75.3966086
Bakery,41.27476629,6.571548908,94.28295789
HR Technology,53.72168,12.259574,0
Investment,63.6606,3.567056,110.1393004
Bakery,45.50482408,6.19227067,123.0983087
Bakery,42.48329056,4.141059348,87.328194
Customer Service,24.64311582,4.208221421,0
Bakery,59.41045632,5.418940883,115.0429128
Bakery,16.50975473,5.659407016,0
Bakery,53.68190138,4.262025469,159.1892618
Customer Service,50.29067228,3.194487001,128.5198368
Bakery,47.31162488,5.500839969,67.24244208
Bakery,28.45488643,4.540981858,0
Investment,41.00684,20.690126,0
Bakery,54.17344462,3.654554735,112.4176815
Bakery,38.68350844,4.625218768,14.80722716
Bakery,37.39941933,5.385136819,19.82535074
Investment,56.57166,10.702093,0
Investment,24.03801,6.03801,0
Bakery,57.48245355,4.996172316,188.8059986
Bakery,39.65132981,4.234270483,24.65164069
Bakery,37.58016678,3.898129622,38.97862104
Investment,45.70187,18.714494,0
Bakery,30.23772064,1.224984469,0
Customer Service,47.44402299,7.191711717,133.2494689
Bakery,37.37674244,6.650815812,43.04919149
Customer Service,24.53199841,5.836590902,0
Labor Relations,49.81724,26.783065,31.5834116
Customer Service,39.41713079,2.108584694,32.57782403
Customer Service,48.70922246,3.895792669,105.2711057
Bakery,46.4872512,3.826643269,90.89500232
Bakery,41.41336734,2.877208906,64.67104232
Bakery,42.25238159,1.257179097,40.36260299
Labor Relations,52.68017,16.879339,0
Bakery,33.55420357,3.694309276,0
Customer Service,34.64472079,3.537965175,21.78172758
Customer Service,48.28562518,4.80028956,108.8888799
Bakery,53.8894244,5.409040791,111.6737578
Labor Relations,55.76493,33.688884,0
Labor Relations,55.01031,7.17544,126.5891578
Customer Service,42.20679651,5.316107874,65.83063728
Bakery,40.72063863,4.921410713,89.09809241
Customer Service,44.13614639,5.58846501,77.99267824
Bakery,55.6059169,4.280218839,162.071152
Customer Service,46.55622619,2.339814315,58.36254064
Customer Service,35.13456681,4.123586358,13.91972288
Bakery,58.07045982,3.666060258,202.2246554
Labor Relations,53.4876,19.460694,60.32133848
Bakery,56.98952573,3.759089845,154.2911492
Recruitment,55.82504,21.561588,73.09016728
Customer Service,28.43684102,5.854769847,0
Recruitment,67,1,0
Bakery,43.16190211,6.35248055,59.13654597
Customer Service,39.44189274,4.307552705,17.59603058
Customer Service,32.29718696,1.574168973,50.37777309
Dairy,44.58254104,5.357439351,116.6489239
Bakery,54.93292919,4.99494518,104.0819056
Bakery,29.06977848,5.37987874,0
Bakery,52.87064743,4.148150737,114.5110495
Bakery,38.73055301,2.051009579,12.2525326
Bakery,60.92573728,2.479067787,124.1534025
Bakery,45.2344092,4.446572171,104.3010009
Bakery,23.08029613,6.277629025,0
Recruitment,39.147491,21.147491,88.62749636
Recruitment,52.92548,7.862807,77.57512672
Customer Service,35.5451812,6.019761247,0
Customer Service,46.21123869,5.539763463,129.6330594
Bakery,62.39382381,3.130596532,84.82918503
Bakery,45.18557692,5.448827437,82.20343689
Bakery,34.29581552,4.25825765,22.62732579
Customer Service,38.73361127,4.693169974,53.18199049
Customer Service,58.12902481,7.157217516,113.121154
Customer Service,42.41074499,8.486237832,96.8403563
Recruitment,56.46422,4.51336,93.22573738
Customer Service,33.06526605,4.150117009,31.11766958
Information Technology,32.583867,14.583867,33.80789048
Bakery,52.18534665,5.98522589,164.0284577
Information Technology,39.19805,11.77536,68.6007296
Bakery,51.07653909,7.062206967,74.59369024
Bakery,29.55119989,5.692511107,0
Information Technology,42.02258,9.34757,67.17936576
Customer Service,62.64433624,2.11603685,156.14084
Customer Service,64.23124052,4.361367082,142.841791
Information Technology,37.75449,1,0
Customer Service,36.63402217,4.94363174,0
Information Technology,52.71591,6.112512,80.01481384
Customer Service,38.23339653,5.945349073,9.282681016
Training,49.81724,7.17544,90.36785992
Bakery,31.02611034,7.35501681,25.8851504
Customer Service,44.64552638,5.186879539,99.11984716
Customer Service,28.22209548,3.640241404,0
Training,52.68017,13.518324,30.62074579
Bakery,24.64970229,2.202029073,10.73407329
Customer Service,40.59613134,3.606849734,70.64421821
Training,55.76493,19.460694,0
Bakery,31.30475054,4.667194146,23.91062766
Bakery,50.31913455,6.993119027,118.4473153
Training,55.01031,36.747626,50.27390576
Bakery,38.31455482,3.584010511,11.80970768
Bakery,28.25597776,2.123325194,0.991869888
Customer Service,35.19518848,2.867398802,37.08335291
Bakery,35.45307385,6.179810306,0.026575364
Bakery,27.61409825,5.458445741,0
Bakery,35.65373786,4.354264592,37.15826466
Bakery,49.56480991,4.980004911,100.5049786
Training,53.4876,4.75773,106.1094726
Training,49.898107,31.898107,0
Customer Service,41.02016162,3.001312253,67.65092244
Bakery,53.65045001,5.732534766,129.7523563
Bakery,39.86005478,4.322793577,76.99938789
Bakery,35.48923302,5.155877892,48.83862073
Bakery,41.24735452,6.426720249,52.38401943
Training,51.24375,12.864293,84.29653086
Training,41.15682,10.819168,57.05243648
Customer Service,30.09141482,2.895991075,31.12032547
Customer Service,42.70822237,6.815473083,53.07672136
Training,48.15581,27.179623,0
Customer Service,46.28528634,3.727928211,81.19967946
Bakery,45.58167384,6.644151946,44.21056474
Customer Service,66.49516162,4.760325776,169.7687159
Customer Service,40.96629617,4.990706299,79.43810362
Customer Service,43.27422875,2.991131679,71.05758616
Bakery,51.84764863,3.271258828,123.7022374
Bakery,27.33678698,3.590454119,0
Customer Service,42.37413102,6.23576366,83.60413285
Customer Service,13.74475804,1.973198786,0
Bakery,25.02316891,4.01253573,45.31146625
Customer Service,38.19423272,5.365217191,69.66174284
Customer Service,44.01749332,2.105288277,26.03181751
Customer Service,41.55249645,4.160047648,50.58240885
Training,41.58173,22.559587,45.88654741
Bakery,56.09869059,3.427596501,133.690146
Bakery,46.28919022,4.866331534,96.21594145
Bakery,41.69727314,8.673874524,52.62043385
Customer Service,39.65506384,4.012290354,44.00717881
Customer Service,40.33492499,5.825699539,95.21097697
Bakery,25.91390753,6.122011557,0
Bakery,37.23639774,5.488949207,13.60130395
Customer Service,14.94659334,0.993163765,0
Customer Service,33.89015822,2.657277444,52.91264123
Customer Service,61.90124029,3.225601541,149.0636276
Bakery,33.91263819,4.523706933,86.24173557
Bakery,36.08963594,3.949337002,45.684955
Bakery,43.20381109,1.092873274,102.7724072
Bakery,48.96808513,5.677484549,74.11078632
Bakery,22.68696748,2.770075447,0
Bakery,37.99459283,4.634454297,45.13770923
Bakery,31.4441356,4.795929648,5.2918351
Bakery,41.75183657,3.040349891,88.21703977
Bakery,44.81843165,4.796230499,62.93823977
Bakery,25.94223999,4.575203224,0
Bakery,41.26602956,5.188036812,63.66885587
Customer Service,39.44199711,3.976574898,13.76948611
Bakery,49.9537953,4.795101989,127.2149817
Customer Service,48.75677192,1.16251975,107.6904896
Bakery,32.96692751,2.688811846,25.98804025
Bakery,21.64225223,4.065096905,0
Customer Service,37.44193817,2.527704328,45.84689659
Bakery,40.44586615,4.971900711,20.06707787
Customer Service,38.41935119,1.941681595,50.61481444
Bakery,46.40224439,3.523748799,109.5534381
Bakery,41.58973704,5.895661442,56.79406073
Bakery,45.38657096,4.32784132,111.7492434
Bakery,47.75440319,3.42158005,76.81497588
Customer Service,43.25049415,4.030591042,41.39738438
Bakery,46.93512856,4.076901727,50.99082253
Bakery,46.20881073,4.574756395,70.06987632
Customer Service,45.34061132,3.433324506,79.58073571
Customer Service,38.04718292,4.279543053,106.0343282
Customer Service,39.17916703,6.219623594,42.16699012
Bakery,37.64102595,3.937559521,0
Customer Service,54.37394171,5.902829005,92.4677711
Bakery,51.02314474,4.604590569,107.6791991
Customer Service,49.04826427,2.047740614,69.39755984
Customer Service,45.2977846,5.372774651,23.99371415
Customer Service,44.56311931,3.592505022,100.4658194
Bakery,34.85413733,6.882138831,66.91552779
Bakery,43.89481225,5.376468951,87.30318053
Customer Service,53.40880238,5.116614731,151.3251714
Customer Service,46.34036748,5.443426787,33.08844526
Bakery,11.86307882,5.763168102,0
Bakery,37.5092646,5.559828464,55.26121022
Bakery,49.18463773,4.868731206,132.4559037
Bakery,35.02791795,5.494794896,39.13895159
Bakery,72.37682997,3.657864977,198.7234347
Bakery,56.19153724,1.476337931,148.7856636
Bakery,37.04554454,5.218341118,0
Customer Service,32.22531438,4.033485935,0
Customer Service,31.25770445,4.841974023,56.42146954
Bakery,55.51526963,7.037455685,82.68538048
Customer Service,37.66532095,2.614915037,29.58021189
Bakery,28.39263568,3.86605802,37.66602476
Customer Service,48.74800192,4.575556712,64.28185134
Customer Service,48.69833401,5.053625124,84.39265414
Bakery,46.6484653,3.645285207,120.4381332
Bakery,39.62288066,4.170784157,12.67385607
Customer Service,39.89135551,3.952839586,0
Customer Service,36.77409069,2.07961487,25.7281076
Customer Service,40.80308129,6.461308625,2.463030869
Customer Service,48.29611872,3.584038643,77.95389827
Bakery,47.79475208,6.306483667,143.0762254
Bakery,46.6965456,3.848541179,129.2508488
Bakery,54.93301572,3.539712571,119.243563
Bakery,41.3765045,3.815186555,27.28258892
Bakery,37.84228142,4.714938572,70.22163116
Customer Service,55.8655553,4.712702639,129.4246807
Bakery,43.38069604,1.378690353,89.82506332
Bakery,34.01175576,4.448462783,8.67270521
Bakery,58.55919934,4.603690955,166.1872276
Customer Service,31.2548297,7.0222333,3.092995468
Customer Service,44.20378464,7.969258191,17.19595292
Bakery,28.70191783,5.372453969,0
Customer Service,42.30879305,5.223027324,70.02912644
Bakery,42.46392119,6.41256881,49.01027129
Bakery,45.03213094,6.121339477,92.27183558
Customer Service,42.02740127,6.517580277,52.63937321
Bakery,45.73093779,5.45938467,31.16580854
Bakery,28.81694795,6.963726678,0
Bakery,42.86557898,3.276338329,64.66700892
Customer Service,50.49878181,5.310836226,94.62948564
Customer Service,44.86858101,4.997835851,77.50679
Customer Service,35.55819072,4.288805275,40.25888671
Customer Service,21.5911597,4.590502074,0
Customer Service,38.61276795,4.967601384,73.44402215
Customer Service,40.31364194,3.084619432,79.84894034
Bakery,37.4003216,2.298445198,55.3475486
Customer Service,47.6344986,3.74143708,149.1087377
Customer Service,42.13794534,6.483756359,62.31592662
Bakery,50.11363957,4.963653399,61.32397197
Customer Service,41.21462429,1.841172741,110.0213338
Customer Service,39.58716727,3.98383361,23.81327626
Customer Service,53.40176687,7.24794603,50.58344539
Bakery,36.79882097,1.735452211,10.00098837
Bakery,45.21348727,5.307752659,43.5185533
Bakery,47.50222641,3.942650222,24.08070269
Customer Service,44.21767335,4.60963414,39.53909314
Bakery,46.23696626,5.833498424,107.627711
Customer Service,55.78249132,3.848872855,83.23389246
Customer Service,59.14030567,4.657214088,119.0761724
Customer Service,46.57401801,4.379138574,67.85409646
